Protein1,Protein2,SpearmanSimilarity
naive,seq16358@17,0.9999999999999999
naive,seq1455@168,0.9999999999999999
naive,seq10644@152,0.9999999999999999
naive,seq2992@76,0.9999999999999999
naive,seq2472@60,0.9999999999999999
naive,seq12187@57,0.9999999999999999
naive,seq14172@55,0.9999999999999999
naive,seq3684@43,0.9999999999999999
naive,seq8367@36,0.9999999999999999
naive,seq10928@32,0.9999999999999999
naive,seq6671@29,0.9999999999999999
naive,seq19201@27,0.9999999999999999
naive,seq19886@25,0.9999999999999999
naive,seq9610@24,0.9999999999999999
naive,seq1727@21,0.9999999999999999
naive,seq39050@21,0.9999999999999999
naive,seq41898@21,0.9999999999999999
seq16358@17,seq1455@168,0.9999999999999999
seq16358@17,seq10644@152,0.9999999999999999
seq16358@17,seq2992@76,0.9999999999999999
seq16358@17,seq2472@60,0.9999999999999999
seq16358@17,seq12187@57,0.9999999999999999
seq16358@17,seq14172@55,0.9999999999999999
seq16358@17,seq3684@43,0.9999999999999999
seq16358@17,seq8367@36,0.9999999999999999
seq16358@17,seq10928@32,0.9999999999999999
seq16358@17,seq6671@29,0.9999999999999999
seq16358@17,seq19201@27,0.9999999999999999
seq16358@17,seq19886@25,0.9999999999999999
seq16358@17,seq9610@24,0.9999999999999999
seq16358@17,seq1727@21,0.9999999999999999
seq16358@17,seq39050@21,0.9999999999999999
seq16358@17,seq41898@21,0.9999999999999999
seq1455@168,seq10644@152,0.9999999999999999
seq1455@168,seq2992@76,0.9999999999999999
seq1455@168,seq2472@60,0.9999999999999999
seq1455@168,seq12187@57,0.9999999999999999
seq1455@168,seq14172@55,0.9999999999999999
seq1455@168,seq3684@43,0.9999999999999999
seq1455@168,seq8367@36,0.9999999999999999
seq1455@168,seq10928@32,0.9999999999999999
seq1455@168,seq6671@29,0.9999999999999999
seq1455@168,seq19201@27,0.9999999999999999
seq1455@168,seq19886@25,0.9999999999999999
seq1455@168,seq9610@24,0.9999999999999999
seq1455@168,seq1727@21,0.9999999999999999
seq1455@168,seq39050@21,0.9999999999999999
seq1455@168,seq41898@21,0.9999999999999999
seq10644@152,seq2992@76,0.9999999999999999
seq10644@152,seq2472@60,0.9999999999999999
seq10644@152,seq12187@57,0.9999999999999999
seq10644@152,seq14172@55,0.9999999999999999
seq10644@152,seq3684@43,0.9999999999999999
seq10644@152,seq8367@36,0.9999999999999999
seq10644@152,seq10928@32,0.9999999999999999
seq10644@152,seq6671@29,0.9999999999999999
seq10644@152,seq19201@27,0.9999999999999999
seq10644@152,seq19886@25,0.9999999999999999
seq10644@152,seq9610@24,0.9999999999999999
seq10644@152,seq1727@21,0.9999999999999999
seq10644@152,seq39050@21,0.9999999999999999
seq10644@152,seq41898@21,0.9999999999999999
seq2992@76,seq2472@60,0.9999999999999999
seq2992@76,seq12187@57,0.9999999999999999
seq2992@76,seq14172@55,0.9999999999999999
seq2992@76,seq3684@43,0.9999999999999999
seq2992@76,seq8367@36,0.9999999999999999
seq2992@76,seq10928@32,0.9999999999999999
seq2992@76,seq6671@29,0.9999999999999999
seq2992@76,seq19201@27,0.9999999999999999
seq2992@76,seq19886@25,0.9999999999999999
seq2992@76,seq9610@24,0.9999999999999999
seq2992@76,seq1727@21,0.9999999999999999
seq2992@76,seq39050@21,0.9999999999999999
seq2992@76,seq41898@21,0.9999999999999999
seq2472@60,seq12187@57,0.9999999999999999
seq2472@60,seq14172@55,0.9999999999999999
seq2472@60,seq3684@43,0.9999999999999999
seq2472@60,seq8367@36,0.9999999999999999
seq2472@60,seq10928@32,0.9999999999999999
seq2472@60,seq6671@29,0.9999999999999999
seq2472@60,seq19201@27,0.9999999999999999
seq2472@60,seq19886@25,0.9999999999999999
seq2472@60,seq9610@24,0.9999999999999999
seq2472@60,seq1727@21,0.9999999999999999
seq2472@60,seq39050@21,0.9999999999999999
seq2472@60,seq41898@21,0.9999999999999999
seq12187@57,seq14172@55,0.9999999999999999
seq12187@57,seq3684@43,0.9999999999999999
seq12187@57,seq8367@36,0.9999999999999999
seq12187@57,seq10928@32,0.9999999999999999
seq12187@57,seq6671@29,0.9999999999999999
seq12187@57,seq19201@27,0.9999999999999999
seq12187@57,seq19886@25,0.9999999999999999
seq12187@57,seq9610@24,0.9999999999999999
seq12187@57,seq1727@21,0.9999999999999999
seq12187@57,seq39050@21,0.9999999999999999
seq12187@57,seq41898@21,0.9999999999999999
seq14172@55,seq3684@43,0.9999999999999999
seq14172@55,seq8367@36,0.9999999999999999
seq14172@55,seq10928@32,0.9999999999999999
seq14172@55,seq6671@29,0.9999999999999999
seq14172@55,seq19201@27,0.9999999999999999
seq14172@55,seq19886@25,0.9999999999999999
seq14172@55,seq9610@24,0.9999999999999999
seq14172@55,seq1727@21,0.9999999999999999
seq14172@55,seq39050@21,0.9999999999999999
seq14172@55,seq41898@21,0.9999999999999999
seq3684@43,seq8367@36,0.9999999999999999
seq3684@43,seq10928@32,0.9999999999999999
seq3684@43,seq6671@29,0.9999999999999999
seq3684@43,seq19201@27,0.9999999999999999
seq3684@43,seq19886@25,0.9999999999999999
seq3684@43,seq9610@24,0.9999999999999999
seq3684@43,seq1727@21,0.9999999999999999
seq3684@43,seq39050@21,0.9999999999999999
seq3684@43,seq41898@21,0.9999999999999999
seq8367@36,seq10928@32,0.9999999999999999
seq8367@36,seq6671@29,0.9999999999999999
seq8367@36,seq19201@27,0.9999999999999999
seq8367@36,seq19886@25,0.9999999999999999
seq8367@36,seq9610@24,0.9999999999999999
seq8367@36,seq1727@21,0.9999999999999999
seq8367@36,seq39050@21,0.9999999999999999
seq8367@36,seq41898@21,0.9999999999999999
seq10928@32,seq6671@29,0.9999999999999999
seq10928@32,seq19201@27,0.9999999999999999
seq10928@32,seq19886@25,0.9999999999999999
