Protein1,Protein2,SpearmanSimilarity
naive,seq10019@2,0.9999999999999999
naive,seq1874@6,0.9999999999999999
naive,seq3276@11,0.9999999999999999
naive,seq4932@5,0.9999999999999999
naive,seq135@6,0.9999999999999999
naive,seq876@2,0.9999999999999999
naive,seq103@3,0.9999999999999999
naive,seq1072@2,0.9999999999999999
naive,seq2825@12,0.9999999999999999
naive,seq1150@2,0.9999999999999999
naive,seq2404@13,0.9878787878787878
naive,seq1921@2,0.9999999999999999
naive,seq605@29,0.9999999999999999
naive,seq5497@2,0.9999999999999999
naive,seq5474@7,0.9999999999999999
naive,seq897@4,0.9999999999999999
naive,seq3071@13,0.9999999999999999
naive,seq1312@2,0.9999999999999999
naive,seq545@16,0.9999999999999999
naive,seq6491@4,0.9999999999999999
naive,seq1369@4,0.9878787878787878
naive,seq61@10,0.9999999999999999
naive,seq759@4,0.9999999999999999
naive,seq2612@17,0.9999999999999999
naive,seq50@16,0.9999999999999999
naive,seq166@14,0.9878787878787878
naive,seq1927@13,0.9999999999999999
naive,seq1139@12,0.9999999999999999
naive,seq108@11,0.9999999999999999
naive,seq462@11,0.9999999999999999
naive,seq3182@10,0.9999999999999999
naive,seq2803@9,0.9999999999999999
naive,seq2026@9,0.9999999999999999
naive,seq1928@8,0.9999999999999999
naive,seq1522@7,0.9999999999999999
naive,seq2583@7,0.9999999999999999
naive,seq3046@7,0.9999999999999999
naive,seq6913@7,0.9999999999999999
naive,seq1306@5,0.9999999999999999
naive,seq1030@4,0.9999999999999999
naive,seq2604@4,0.9999999999999999
naive,seq5795@4,0.9999999999999999
naive,seq5865@4,0.9999999999999999
naive,seq6835@4,0.9999999999999999
naive,seq4908@3,0.9999999999999999
naive,seq4970@3,0.9999999999999999
naive,seq10362@3,0.9878787878787878
naive,seq12349@3,0.9878787878787878
naive,seq5728@2,0.9999999999999999
seq10019@2,seq1874@6,0.9999999999999999
seq10019@2,seq3276@11,0.9999999999999999
seq10019@2,seq4932@5,0.9999999999999999
seq10019@2,seq135@6,0.9999999999999999
seq10019@2,seq876@2,0.9999999999999999
seq10019@2,seq103@3,0.9999999999999999
seq10019@2,seq1072@2,0.9999999999999999
seq10019@2,seq2825@12,0.9999999999999999
seq10019@2,seq1150@2,0.9999999999999999
seq10019@2,seq2404@13,0.9878787878787878
seq10019@2,seq1921@2,0.9999999999999999
seq10019@2,seq605@29,0.9999999999999999
seq10019@2,seq5497@2,0.9999999999999999
seq10019@2,seq5474@7,0.9999999999999999
seq10019@2,seq897@4,0.9999999999999999
seq10019@2,seq3071@13,0.9999999999999999
seq10019@2,seq1312@2,0.9999999999999999
seq10019@2,seq545@16,0.9999999999999999
seq10019@2,seq6491@4,0.9999999999999999
seq10019@2,seq1369@4,0.9878787878787878
seq10019@2,seq61@10,0.9999999999999999
seq10019@2,seq759@4,0.9999999999999999
seq10019@2,seq2612@17,0.9999999999999999
seq10019@2,seq50@16,0.9999999999999999
seq10019@2,seq166@14,0.9878787878787878
seq10019@2,seq1927@13,0.9999999999999999
seq10019@2,seq1139@12,0.9999999999999999
seq10019@2,seq108@11,0.9999999999999999
seq10019@2,seq462@11,0.9999999999999999
seq10019@2,seq3182@10,0.9999999999999999
