Protein1,Protein2,SpearmanSimilarity
seq17411@2,seq8743@4,0.9999999999999999
seq17411@2,seq5978@18,0.9999999999999999
seq17411@2,seq759@5,0.9999999999999999
seq17411@2,seq5456@4,0.9999999999999999
seq17411@2,seq10628@4,0.9999999999999999
seq17411@2,seq10891@3,0.9999999999999999
seq17411@2,seq290@2,0.9999999999999999
seq17411@2,seq2707@2,0.9999999999999999
seq17411@2,seq6261@2,0.9878787878787878
seq17411@2,seq53@4133,0.9999999999999999
seq17411@2,seq2774@2,0.9999999999999999
seq17411@2,seq2045@2,0.9999999999999999
seq17411@2,naive,0.9999999999999999
seq17411@2,seq2443@2,0.9999999999999999
seq17411@2,seq816@5,0.9999999999999999
seq17411@2,seq13454@2,0.9999999999999999
seq17411@2,seq12464@8,0.9999999999999999
seq17411@2,seq5388@6,0.9999999999999999
seq17411@2,seq2601@11,0.9999999999999999
seq17411@2,seq7304@3,0.9999999999999999
seq17411@2,seq96@25,0.9999999999999999
seq17411@2,seq7947@2,0.9999999999999999
seq17411@2,seq2064@2,0.9999999999999999
seq17411@2,seq1275@2,0.9999999999999999
seq17411@2,seq4039@2,0.9999999999999999
seq17411@2,seq2881@7,0.9878787878787878
seq17411@2,seq6683@2,0.9999999999999999
seq17411@2,seq1591@5,0.9999999999999999
seq17411@2,seq7191@2,0.9999999999999999
seq17411@2,seq8346@3,0.9999999999999999
seq17411@2,seq1180@4,0.9999999999999999
seq17411@2,seq14594@2,0.9999999999999999
seq17411@2,seq706@9,0.9999999999999999
seq17411@2,seq1732@8,0.9999999999999999
seq17411@2,seq9007@2,0.9999999999999999
seq17411@2,seq5000@11,0.9999999999999999
seq17411@2,seq2829@9,0.9999999999999999
seq17411@2,seq195@6,0.9999999999999999
seq17411@2,seq1325@5,0.9999999999999999
seq17411@2,seq4601@5,0.9999999999999999
seq17411@2,seq757@4,0.9878787878787878
seq17411@2,seq6712@4,0.9757575757575757
seq17411@2,seq6869@4,0.9999999999999999
seq17411@2,seq1682@3,0.9999999999999999
seq17411@2,seq1900@3,0.9999999999999999
seq17411@2,seq1117@2,0.9878787878787878
seq17411@2,seq1347@2,0.9999999999999999
seq8743@4,seq5978@18,0.9999999999999999
seq8743@4,seq759@5,0.9999999999999999
seq8743@4,seq5456@4,0.9999999999999999
seq8743@4,seq10628@4,0.9999999999999999
seq8743@4,seq10891@3,0.9999999999999999
seq8743@4,seq290@2,0.9999999999999999
seq8743@4,seq2707@2,0.9999999999999999
seq8743@4,seq6261@2,0.9878787878787878
seq8743@4,seq53@4133,0.9999999999999999
seq8743@4,seq2774@2,0.9999999999999999
seq8743@4,seq2045@2,0.9999999999999999
seq8743@4,naive,0.9999999999999999
seq8743@4,seq2443@2,0.9999999999999999
seq8743@4,seq816@5,0.9999999999999999
seq8743@4,seq13454@2,0.9999999999999999
seq8743@4,seq12464@8,0.9999999999999999
seq8743@4,seq5388@6,0.9999999999999999
seq8743@4,seq2601@11,0.9999999999999999
seq8743@4,seq7304@3,0.9999999999999999
seq8743@4,seq96@25,0.9999999999999999
seq8743@4,seq7947@2,0.9999999999999999
seq8743@4,seq2064@2,0.9999999999999999
seq8743@4,seq1275@2,0.9999999999999999
seq8743@4,seq4039@2,0.9999999999999999
seq8743@4,seq2881@7,0.9878787878787878
seq8743@4,seq6683@2,0.9999999999999999
seq8743@4,seq1591@5,0.9999999999999999
seq8743@4,seq7191@2,0.9999999999999999
seq8743@4,seq8346@3,0.9999999999999999
seq8743@4,seq1180@4,0.9999999999999999
seq8743@4,seq14594@2,0.9999999999999999
seq8743@4,seq706@9,0.9999999999999999
seq8743@4,seq1732@8,0.9999999999999999
seq8743@4,seq9007@2,0.9999999999999999
seq8743@4,seq5000@11,0.9999999999999999
seq8743@4,seq2829@9,0.9999999999999999
seq8743@4,seq195@6,0.9999999999999999
seq8743@4,seq1325@5,0.9999999999999999
seq8743@4,seq4601@5,0.9999999999999999
seq8743@4,seq757@4,0.9878787878787878
seq8743@4,seq6712@4,0.9757575757575757
seq8743@4,seq6869@4,0.9999999999999999
seq8743@4,seq1682@3,0.9999999999999999
seq8743@4,seq1900@3,0.9999999999999999
seq8743@4,seq1117@2,0.9878787878787878
seq8743@4,seq1347@2,0.9999999999999999
seq5978@18,seq759@5,0.9999999999999999
seq5978@18,seq5456@4,0.9999999999999999
seq5978@18,seq10628@4,0.9999999999999999
seq5978@18,seq10891@3,0.9999999999999999
seq5978@18,seq290@2,0.9999999999999999
seq5978@18,seq2707@2,0.9999999999999999
seq5978@18,seq6261@2,0.9878787878787878
seq5978@18,seq53@4133,0.9999999999999999
seq5978@18,seq2774@2,0.9999999999999999
seq5978@18,seq2045@2,0.9999999999999999
seq5978@18,naive,0.9999999999999999
seq5978@18,seq2443@2,0.9999999999999999
seq5978@18,seq816@5,0.9999999999999999
