Protein1,Protein2,SpearmanSimilarity
naive,seq12975@16,0.9999999999999999
naive,seq7405@24,0.9999999999999999
naive,seq10654@22,0.9999999999999999
naive,seq21389@20,0.9999999999999999
naive,seq15837@18,0.9999999999999999
naive,seq15895@17,0.9999999999999999
naive,seq14986@13,0.9999999999999999
naive,seq39772@12,0.9999999999999999
naive,seq44@16045,0.9999999999999999
naive,seq23300@13,0.9999999999999999
naive,seq106@3529,0.9999999999999999
naive,seq47056@27,0.9999999999999999
seq12975@16,seq7405@24,0.9999999999999999
seq12975@16,seq10654@22,0.9999999999999999
seq12975@16,seq21389@20,0.9999999999999999
seq12975@16,seq15837@18,0.9999999999999999
seq12975@16,seq15895@17,0.9999999999999999
seq12975@16,seq14986@13,0.9999999999999999
seq12975@16,seq39772@12,0.9999999999999999
seq12975@16,seq44@16045,0.9999999999999999
seq12975@16,seq23300@13,0.9999999999999999
seq12975@16,seq106@3529,0.9999999999999999
seq12975@16,seq47056@27,0.9999999999999999
seq7405@24,seq10654@22,0.9999999999999999
seq7405@24,seq21389@20,0.9999999999999999
seq7405@24,seq15837@18,0.9999999999999999
seq7405@24,seq15895@17,0.9999999999999999
seq7405@24,seq14986@13,0.9999999999999999
seq7405@24,seq39772@12,0.9999999999999999
seq7405@24,seq44@16045,0.9999999999999999
seq7405@24,seq23300@13,0.9999999999999999
seq7405@24,seq106@3529,0.9999999999999999
seq7405@24,seq47056@27,0.9999999999999999
seq10654@22,seq21389@20,0.9999999999999999
seq10654@22,seq15837@18,0.9999999999999999
seq10654@22,seq15895@17,0.9999999999999999
seq10654@22,seq14986@13,0.9999999999999999
seq10654@22,seq39772@12,0.9999999999999999
seq10654@22,seq44@16045,0.9999999999999999
seq10654@22,seq23300@13,0.9999999999999999
seq10654@22,seq106@3529,0.9999999999999999
seq10654@22,seq47056@27,0.9999999999999999
seq21389@20,seq15837@18,0.9999999999999999
seq21389@20,seq15895@17,0.9999999999999999
seq21389@20,seq14986@13,0.9999999999999999
seq21389@20,seq39772@12,0.9999999999999999
seq21389@20,seq44@16045,0.9999999999999999
seq21389@20,seq23300@13,0.9999999999999999
seq21389@20,seq106@3529,0.9999999999999999
seq21389@20,seq47056@27,0.9999999999999999
seq15837@18,seq15895@17,0.9999999999999999
seq15837@18,seq14986@13,0.9999999999999999
seq15837@18,seq39772@12,0.9999999999999999
seq15837@18,seq44@16045,0.9999999999999999
seq15837@18,seq23300@13,0.9999999999999999
seq15837@18,seq106@3529,0.9999999999999999
seq15837@18,seq47056@27,0.9999999999999999
seq15895@17,seq14986@13,0.9999999999999999
seq15895@17,seq39772@12,0.9999999999999999
seq15895@17,seq44@16045,0.9999999999999999
seq15895@17,seq23300@13,0.9999999999999999
seq15895@17,seq106@3529,0.9999999999999999
seq15895@17,seq47056@27,0.9999999999999999
seq14986@13,seq39772@12,0.9999999999999999
seq14986@13,seq44@16045,0.9999999999999999
seq14986@13,seq23300@13,0.9999999999999999
seq14986@13,seq106@3529,0.9999999999999999
seq14986@13,seq47056@27,0.9999999999999999
seq39772@12,seq44@16045,0.9999999999999999
seq39772@12,seq23300@13,0.9999999999999999
seq39772@12,seq106@3529,0.9999999999999999
seq39772@12,seq47056@27,0.9999999999999999
seq44@16045,seq23300@13,0.9999999999999999
seq44@16045,seq106@3529,0.9999999999999999
seq44@16045,seq47056@27,0.9999999999999999
seq23300@13,seq106@3529,0.9999999999999999
seq23300@13,seq47056@27,0.9999999999999999
seq106@3529,seq47056@27,0.9999999999999999
