Protein1,Protein2,SpearmanSimilarity
naive,seq615@13,1.0
naive,seq3429@4,1.0
naive,seq1027@15,1.0
naive,seq392@9,1.0
naive,seq3589@2,1.0
naive,seq2410@12,1.0
naive,seq23@6,1.0
naive,seq3293@3,1.0
naive,seq801@4,1.0
naive,seq5667@3,1.0
naive,seq16864@4,1.0
naive,seq880@6,1.0
naive,seq5276@3,1.0
naive,seq1721@13,1.0
naive,seq13013@4,1.0
naive,seq5546@6,1.0
naive,seq11268@4,1.0
naive,seq7414@2,1.0
naive,seq2667@2,1.0
naive,seq1056@7,1.0
naive,seq51@4,1.0
naive,seq8924@2,1.0
naive,seq10835@2,1.0
naive,seq1287@9,1.0
naive,seq855@6,1.0
naive,seq2206@5,1.0
naive,seq1060@4,1.0
naive,seq7556@3,1.0
naive,seq321@2,1.0
naive,seq5594@2,1.0
naive,seq7214@2,1.0
naive,seq16009@2,1.0
naive,seq5@3029,1.0
naive,seq3866@2,1.0
naive,seq4680@4,1.0
naive,seq13919@4,1.0
naive,seq4449@12,1.0
naive,seq4130@15,1.0
naive,seq1967@5,1.0
naive,seq2765@7,1.0
naive,seq2275@5,1.0
naive,seq362@16,1.0
naive,seq518@4,1.0
naive,seq59@11,1.0
naive,seq2442@4,1.0
naive,seq2700@12,1.0
naive,seq1723@3,1.0
naive,seq5635@4,1.0
naive,seq3103@3,1.0
naive,seq245@6,1.0
naive,seq1374@3,1.0
naive,seq563@3,1.0
naive,seq1831@17,1.0
naive,seq4672@3,1.0
naive,seq1541@3,1.0
naive,seq1902@2,1.0
naive,seq1365@5,1.0
naive,seq1097@6,0.9642857142857145
naive,seq1904@2,1.0
naive,seq105@6,1.0
naive,seq3317@2,1.0
naive,seq737@3,1.0
naive,seq3783@2,1.0
naive,seq607@7,1.0
naive,seq5323@2,1.0
naive,seq2125@5,1.0
naive,seq7265@2,1.0
naive,seq461@8,1.0
naive,seq9919@2,1.0
naive,seq575@12,1.0
naive,seq10910@2,1.0
naive,seq5907@2,1.0
naive,seq1443@13,1.0
naive,seq11449@2,1.0
naive,seq729@20,1.0
naive,seq11838@2,1.0
naive,seq2533@7,1.0
naive,seq12065@2,1.0
naive,seq454@12,1.0
naive,seq12252@2,1.0
naive,seq2394@10,1.0
naive,seq15220@2,1.0
naive,seq7417@2,1.0
naive,seq16007@2,1.0
naive,seq5264@2,1.0
naive,seq906@24,1.0
naive,seq1275@16,1.0
naive,seq3382@15,1.0
naive,seq233@10,1.0
naive,seq3638@10,1.0
naive,seq4237@10,1.0
naive,seq1881@9,1.0
naive,seq3390@7,1.0
naive,seq354@6,1.0
naive,seq569@6,1.0
naive,seq648@4,1.0
naive,seq6944@4,1.0
naive,seq3173@3,1.0
seq615@13,seq3429@4,1.0
seq615@13,seq1027@15,1.0
seq615@13,seq392@9,1.0
seq615@13,seq3589@2,1.0
seq615@13,seq2410@12,1.0
seq615@13,seq23@6,1.0
seq615@13,seq3293@3,1.0
seq615@13,seq801@4,1.0
seq615@13,seq5667@3,1.0
seq615@13,seq16864@4,1.0
seq615@13,seq880@6,1.0
seq615@13,seq5276@3,1.0
seq615@13,seq1721@13,1.0
seq615@13,seq13013@4,1.0
seq615@13,seq5546@6,1.0
seq615@13,seq11268@4,1.0
seq615@13,seq7414@2,1.0
seq615@13,seq2667@2,1.0
seq615@13,seq1056@7,1.0
seq615@13,seq51@4,1.0
seq615@13,seq8924@2,1.0
seq615@13,seq10835@2,1.0
seq615@13,seq1287@9,1.0
seq615@13,seq855@6,1.0
seq615@13,seq2206@5,1.0
seq615@13,seq1060@4,1.0
seq615@13,seq7556@3,1.0
seq615@13,seq321@2,1.0
seq615@13,seq5594@2,1.0
seq615@13,seq7214@2,1.0
seq615@13,seq16009@2,1.0
seq615@13,seq5@3029,1.0
seq615@13,seq3866@2,1.0
seq615@13,seq4680@4,1.0
seq615@13,seq13919@4,1.0
seq615@13,seq4449@12,1.0
seq615@13,seq4130@15,1.0
seq615@13,seq1967@5,1.0
seq615@13,seq2765@7,1.0
seq615@13,seq2275@5,1.0
seq615@13,seq362@16,1.0
seq615@13,seq518@4,1.0
seq615@13,seq59@11,1.0
seq615@13,seq2442@4,1.0
seq615@13,seq2700@12,1.0
seq615@13,seq1723@3,1.0
seq615@13,seq5635@4,1.0
seq615@13,seq3103@3,1.0
seq615@13,seq245@6,1.0
seq615@13,seq1374@3,1.0
seq615@13,seq563@3,1.0
seq615@13,seq1831@17,1.0
seq615@13,seq4672@3,1.0
seq615@13,seq1541@3,1.0
seq615@13,seq1902@2,1.0
seq615@13,seq1365@5,1.0
seq615@13,seq1097@6,0.9642857142857145
seq615@13,seq1904@2,1.0
seq615@13,seq105@6,1.0
seq615@13,seq3317@2,1.0
seq615@13,seq737@3,1.0
seq615@13,seq3783@2,1.0
seq615@13,seq607@7,1.0
seq615@13,seq5323@2,1.0
seq615@13,seq2125@5,1.0
seq615@13,seq7265@2,1.0
seq615@13,seq461@8,1.0
seq615@13,seq9919@2,1.0
seq615@13,seq575@12,1.0
seq615@13,seq10910@2,1.0
seq615@13,seq5907@2,1.0
seq615@13,seq1443@13,1.0
seq615@13,seq11449@2,1.0
seq615@13,seq729@20,1.0
seq615@13,seq11838@2,1.0
seq615@13,seq2533@7,1.0
seq615@13,seq12065@2,1.0
seq615@13,seq454@12,1.0
seq615@13,seq12252@2,1.0
seq615@13,seq2394@10,1.0
seq615@13,seq15220@2,1.0
seq615@13,seq7417@2,1.0
seq615@13,seq16007@2,1.0
seq615@13,seq5264@2,1.0
seq615@13,seq906@24,1.0
seq615@13,seq1275@16,1.0
seq615@13,seq3382@15,1.0
seq615@13,seq233@10,1.0
seq615@13,seq3638@10,1.0
seq615@13,seq4237@10,1.0
seq615@13,seq1881@9,1.0
seq615@13,seq3390@7,1.0
seq615@13,seq354@6,1.0
seq615@13,seq569@6,1.0
seq615@13,seq648@4,1.0
seq615@13,seq6944@4,1.0
seq615@13,seq3173@3,1.0
seq3429@4,seq1027@15,1.0
seq3429@4,seq392@9,1.0
seq3429@4,seq3589@2,1.0
seq3429@4,seq2410@12,1.0
seq3429@4,seq23@6,1.0
seq3429@4,seq3293@3,1.0
seq3429@4,seq801@4,1.0
seq3429@4,seq5667@3,1.0
seq3429@4,seq16864@4,1.0
seq3429@4,seq880@6,1.0
seq3429@4,seq5276@3,1.0
seq3429@4,seq1721@13,1.0
seq3429@4,seq13013@4,1.0
seq3429@4,seq5546@6,1.0
seq3429@4,seq11268@4,1.0
seq3429@4,seq7414@2,1.0
seq3429@4,seq2667@2,1.0
seq3429@4,seq1056@7,1.0
seq3429@4,seq51@4,1.0
seq3429@4,seq8924@2,1.0
seq3429@4,seq10835@2,1.0
seq3429@4,seq1287@9,1.0
seq3429@4,seq855@6,1.0
seq3429@4,seq2206@5,1.0
seq3429@4,seq1060@4,1.0
seq3429@4,seq7556@3,1.0
seq3429@4,seq321@2,1.0
seq3429@4,seq5594@2,1.0
seq3429@4,seq7214@2,1.0
seq3429@4,seq16009@2,1.0
seq3429@4,seq5@3029,1.0
seq3429@4,seq3866@2,1.0
seq3429@4,seq4680@4,1.0
seq3429@4,seq13919@4,1.0
seq3429@4,seq4449@12,1.0
seq3429@4,seq4130@15,1.0
seq3429@4,seq1967@5,1.0
seq3429@4,seq2765@7,1.0
seq3429@4,seq2275@5,1.0
seq3429@4,seq362@16,1.0
seq3429@4,seq518@4,1.0
seq3429@4,seq59@11,1.0
seq3429@4,seq2442@4,1.0
seq3429@4,seq2700@12,1.0
seq3429@4,seq1723@3,1.0
seq3429@4,seq5635@4,1.0
seq3429@4,seq3103@3,1.0
seq3429@4,seq245@6,1.0
seq3429@4,seq1374@3,1.0
