Protein1,Protein2,SpearmanSimilarity
naive,seq5758@24,0.9999999999999999
naive,seq2119@54,0.9999999999999999
naive,seq1474@128,0.9999999999999999
naive,seq11004@50,0.9999999999999999
naive,seq357@80,0.9999999999999999
naive,seq7338@24,0.9999999999999999
naive,seq2783@145,0.9999999999999999
naive,seq8582@24,0.9999999999999999
naive,seq1572@127,0.9999999999999999
naive,seq5182@23,0.9999999999999999
naive,seq2070@59,0.9999999999999999
naive,seq8448@84,0.9999999999999999
naive,seq1353@20,0.9999999999999999
naive,seq18765@31,0.9999999999999999
naive,seq6785@19,0.9999999999999999
naive,seq406@158,0.9999999999999999
naive,seq453@172,0.9999999999999999
naive,seq9619@16,0.9999999999999999
naive,seq113@167,0.9999999999999999
naive,seq13911@16,0.9878787878787878
naive,seq2051@51,0.9999999999999999
naive,seq6528@15,0.9999999999999999
naive,seq209@48,0.9999999999999999
naive,seq129@84,0.9999999999999999
naive,seq9155@15,0.9999999999999999
naive,seq4421@119,0.9999999999999999
naive,seq14196@15,0.9999999999999999
naive,seq705@21,0.9999999999999999
naive,seq3612@12,0.9878787878787878
naive,seq2619@53,0.9999999999999999
naive,seq5469@12,0.9999999999999999
naive,seq1454@22,0.9999999999999999
naive,seq14454@12,0.9999999999999999
naive,seq6920@32,0.9999999999999999
naive,seq1085@11,0.9878787878787878
naive,seq2256@83,0.9999999999999999
naive,seq22741@11,0.9999999999999999
naive,seq3065@12,0.9999999999999999
naive,seq610@161,0.9999999999999999
naive,seq26929@10,0.9999999999999999
naive,seq1213@79,0.9999999999999999
naive,seq34076@9,0.9999999999999999
naive,seq27858@17,0.9999999999999999
naive,seq1752@93,0.9999999999999999
naive,seq8203@8,0.9999999999999999
naive,seq12733@11,0.9999999999999999
naive,seq159@130,0.9999999999999999
naive,seq25597@14,0.9999999999999999
naive,seq6843@22,0.9999999999999999
naive,seq422@200,0.9999999999999999
naive,seq1897@178,0.9999999999999999
naive,seq5347@9,0.9999999999999999
naive,seq480@18,0.9999999999999999
naive,seq1533@133,0.9999999999999999
naive,seq732@115,0.9999999999999999
naive,seq2311@42,0.9999999999999999
naive,seq8898@42,0.9999999999999999
naive,seq5884@39,0.9999999999999999
naive,seq5802@36,0.9999999999999999
naive,seq15354@27,0.9999999999999999
naive,seq4181@13,0.9999999999999999
naive,seq13@88952,0.9999999999999999
naive,seq513@247,0.9999999999999999
naive,seq5770@35,0.9999999999999999
seq5758@24,seq2119@54,0.9999999999999999
seq5758@24,seq1474@128,0.9999999999999999
seq5758@24,seq11004@50,0.9999999999999999
seq5758@24,seq357@80,0.9999999999999999
seq5758@24,seq7338@24,0.9999999999999999
seq5758@24,seq2783@145,0.9999999999999999
seq5758@24,seq8582@24,0.9999999999999999
seq5758@24,seq1572@127,0.9999999999999999
seq5758@24,seq5182@23,0.9999999999999999
seq5758@24,seq2070@59,0.9999999999999999
seq5758@24,seq8448@84,0.9999999999999999
seq5758@24,seq1353@20,0.9999999999999999
seq5758@24,seq18765@31,0.9999999999999999
seq5758@24,seq6785@19,0.9999999999999999
seq5758@24,seq406@158,0.9999999999999999
seq5758@24,seq453@172,0.9999999999999999
seq5758@24,seq9619@16,0.9999999999999999
seq5758@24,seq113@167,0.9999999999999999
seq5758@24,seq13911@16,0.9878787878787878
seq5758@24,seq2051@51,0.9999999999999999
seq5758@24,seq6528@15,0.9999999999999999
seq5758@24,seq209@48,0.9999999999999999
seq5758@24,seq129@84,0.9999999999999999
seq5758@24,seq9155@15,0.9999999999999999
seq5758@24,seq4421@119,0.9999999999999999
seq5758@24,seq14196@15,0.9999999999999999
seq5758@24,seq705@21,0.9999999999999999
seq5758@24,seq3612@12,0.9878787878787878
seq5758@24,seq2619@53,0.9999999999999999
seq5758@24,seq5469@12,0.9999999999999999
seq5758@24,seq1454@22,0.9999999999999999
seq5758@24,seq14454@12,0.9999999999999999
seq5758@24,seq6920@32,0.9999999999999999
seq5758@24,seq1085@11,0.9878787878787878
seq5758@24,seq2256@83,0.9999999999999999
seq5758@24,seq22741@11,0.9999999999999999
seq5758@24,seq3065@12,0.9999999999999999
seq5758@24,seq610@161,0.9999999999999999
seq5758@24,seq26929@10,0.9999999999999999
seq5758@24,seq1213@79,0.9999999999999999
seq5758@24,seq34076@9,0.9999999999999999
seq5758@24,seq27858@17,0.9999999999999999
seq5758@24,seq1752@93,0.9999999999999999
seq5758@24,seq8203@8,0.9999999999999999
seq5758@24,seq12733@11,0.9999999999999999
seq5758@24,seq159@130,0.9999999999999999
seq5758@24,seq25597@14,0.9999999999999999
seq5758@24,seq6843@22,0.9999999999999999
seq5758@24,seq422@200,0.9999999999999999
seq5758@24,seq1897@178,0.9999999999999999
seq5758@24,seq5347@9,0.9999999999999999
seq5758@24,seq480@18,0.9999999999999999
seq5758@24,seq1533@133,0.9999999999999999
seq5758@24,seq732@115,0.9999999999999999
seq5758@24,seq2311@42,0.9999999999999999
seq5758@24,seq8898@42,0.9999999999999999
seq5758@24,seq5884@39,0.9999999999999999
seq5758@24,seq5802@36,0.9999999999999999
seq5758@24,seq15354@27,0.9999999999999999
seq5758@24,seq4181@13,0.9999999999999999
seq5758@24,seq13@88952,0.9999999999999999
seq5758@24,seq513@247,0.9999999999999999
seq5758@24,seq5770@35,0.9999999999999999
