Protein1,Protein2,SpearmanSimilarity
seq7427@71,seq1233@87,0.9999999999999999
seq7427@71,naive,0.9999999999999999
seq7427@71,seq61245@9,0.9878787878787878
seq7427@71,seq68@13304,0.9999999999999999
seq7427@71,seq4410@15,0.9999999999999999
seq7427@71,seq18335@38,0.9999999999999999
seq7427@71,seq5743@24,0.9999999999999999
seq7427@71,seq28851@8,0.9999999999999999
seq7427@71,seq1329@22,0.9878787878787878
seq7427@71,seq19781@7,0.9999999999999999
seq7427@71,seq1258@14,0.9999999999999999
seq7427@71,seq1898@10,0.9999999999999999
seq7427@71,seq15455@8,0.9999999999999999
seq7427@71,seq7@1691,0.9999999999999999
seq7427@71,seq1228@138,0.9999999999999999
seq7427@71,seq545@25,0.9999999999999999
seq7427@71,seq20716@7,0.9999999999999999
seq7427@71,seq7214@20,0.9999999999999999
seq7427@71,seq8306@8,0.9999999999999999
seq7427@71,seq391@21,0.9999999999999999
seq7427@71,seq444@299,0.9999999999999999
seq7427@71,seq245@297,0.9999999999999999
seq7427@71,seq20275@7,0.9999999999999999
seq7427@71,seq527@25,0.9999999999999999
seq7427@71,seq11146@28,0.9999999999999999
seq7427@71,seq855@17,0.9878787878787878
seq7427@71,seq1813@95,0.9999999999999999
seq7427@71,seq11828@13,0.9999999999999999
seq7427@71,seq24695@20,0.9999999999999999
seq7427@71,seq3336@8,0.9999999999999999
seq7427@71,seq1826@24,0.9878787878787878
seq7427@71,seq28133@8,0.9999999999999999
seq7427@71,seq6101@16,0.9999999999999999
seq7427@71,seq7922@7,0.9999999999999999
seq7427@71,seq1583@7,0.9999999999999999
seq7427@71,seq1838@20,0.9999999999999999
seq7427@71,seq336@7,0.9999999999999999
seq7427@71,seq2965@11,0.9999999999999999
seq7427@71,seq456@44,0.9999999999999999
seq7427@71,seq295@71,0.9999999999999999
seq7427@71,seq578@56,0.9999999999999999
seq7427@71,seq16975@37,0.9999999999999999
seq7427@71,seq98@28,0.9999999999999999
seq7427@71,seq2098@24,0.9999999999999999
seq7427@71,seq8485@18,0.9999999999999999
seq7427@71,seq2603@17,0.9999999999999999
seq7427@71,seq29568@15,0.9999999999999999
seq7427@71,seq12704@11,0.9999999999999999
seq7427@71,seq6072@10,0.9999999999999999
seq7427@71,seq14608@9,0.9999999999999999
seq7427@71,seq16280@8,0.9999999999999999
seq7427@71,seq21536@8,0.996965091635306
seq7427@71,seq9319@7,0.9999999999999999
seq7427@71,seq11034@8,0.9999999999999999
seq7427@71,seq4757@19,0.9999999999999999
seq7427@71,seq5510@8,0.9999999999999999
seq7427@71,seq11@25930,0.9999999999999999
seq7427@71,seq2144@61,0.9999999999999999
seq7427@71,seq2848@18,0.9999999999999999
seq7427@71,seq195@22,0.9999999999999999
seq7427@71,seq1101@13,0.9999999999999999
seq7427@71,seq16645@27,0.9999999999999999
seq7427@71,seq14175@11,0.9999999999999999
seq7427@71,seq4640@14,0.9999999999999999
seq7427@71,seq14017@10,0.9999999999999999
seq7427@71,seq4307@13,0.9999999999999999
seq7427@71,seq9443@8,0.9999999999999999
seq7427@71,seq3255@18,0.9999999999999999
seq7427@71,seq4118@7,0.9999999999999999
seq7427@71,seq9960@8,0.9999999999999999
seq7427@71,seq29659@7,0.9999999999999999
seq7427@71,seq3722@14,0.9999999999999999
seq7427@71,seq1724@14,0.9999999999999999
seq7427@71,seq835@22,0.9999999999999999
seq7427@71,seq12537@11,0.9999999999999999
seq7427@71,seq1869@18,0.9999999999999999
seq7427@71,seq2266@81,0.9999999999999999
seq7427@71,seq2854@74,0.9999999999999999
seq7427@71,seq1236@51,0.9999999999999999
seq7427@71,seq118@39,0.9999999999999999
seq7427@71,seq484@38,0.9999999999999999
seq7427@71,seq2697@34,0.9999999999999999
seq7427@71,seq2760@31,0.9999999999999999
seq7427@71,seq2319@27,0.9999999999999999
seq7427@71,seq186@24,0.9999999999999999
seq7427@71,seq2227@18,0.9878787878787878
seq7427@71,seq2908@15,0.9999999999999999
seq7427@71,seq11864@11,0.9999999999999999
seq7427@71,seq9055@9,0.9999999999999999
seq7427@71,seq14635@7,0.9999999999999999
seq7427@71,seq17661@7,0.9999999999999999
seq7427@71,seq26691@7,0.9999999999999999
seq7427@71,seq5@26577,0.9999999999999999
seq7427@71,seq8147@25,0.9999999999999999
seq1233@87,naive,0.9999999999999999
seq1233@87,seq61245@9,0.9878787878787878
seq1233@87,seq68@13304,0.9999999999999999
seq1233@87,seq4410@15,0.9999999999999999
seq1233@87,seq18335@38,0.9999999999999999
seq1233@87,seq5743@24,0.9999999999999999
seq1233@87,seq28851@8,0.9999999999999999
seq1233@87,seq1329@22,0.9878787878787878
seq1233@87,seq19781@7,0.9999999999999999
seq1233@87,seq1258@14,0.9999999999999999
seq1233@87,seq1898@10,0.9999999999999999
seq1233@87,seq15455@8,0.9999999999999999
seq1233@87,seq7@1691,0.9999999999999999
seq1233@87,seq1228@138,0.9999999999999999
seq1233@87,seq545@25,0.9999999999999999
seq1233@87,seq20716@7,0.9999999999999999
seq1233@87,seq7214@20,0.9999999999999999
seq1233@87,seq8306@8,0.9999999999999999
seq1233@87,seq391@21,0.9999999999999999
seq1233@87,seq444@299,0.9999999999999999
seq1233@87,seq245@297,0.9999999999999999
seq1233@87,seq20275@7,0.9999999999999999
seq1233@87,seq527@25,0.9999999999999999
seq1233@87,seq11146@28,0.9999999999999999
seq1233@87,seq855@17,0.9878787878787878
seq1233@87,seq1813@95,0.9999999999999999
seq1233@87,seq11828@13,0.9999999999999999
seq1233@87,seq24695@20,0.9999999999999999
seq1233@87,seq3336@8,0.9999999999999999
seq1233@87,seq1826@24,0.9878787878787878
seq1233@87,seq28133@8,0.9999999999999999
seq1233@87,seq6101@16,0.9999999999999999
