Protein1,Protein2,SpearmanSimilarity
naive,seq5347@32,0.9999999999999999
naive,seq77@574,0.9999999999999999
naive,seq16974@16,0.9999999999999999
naive,seq2768@61,0.9999999999999999
naive,seq11016@23,0.9999999999999999
naive,seq200@8,0.9999999999999999
naive,seq2080@62,0.9999999999999999
naive,seq230@124,0.9999999999999999
naive,seq3073@39,0.9999999999999999
naive,seq4255@45,0.9999999999999999
naive,seq1695@29,0.9999999999999999
naive,seq3202@46,0.9999999999999999
naive,seq27329@28,0.9999999999999999
naive,seq869@68,0.9999999999999999
naive,seq57313@19,0.9999999999999999
naive,seq1837@56,0.9999999999999999
naive,seq10261@16,0.9999999999999999
naive,seq6976@77,0.9999999999999999
naive,seq12473@16,0.9999999999999999
naive,seq2849@60,0.9999999999999999
naive,seq7058@15,0.9999999999999999
naive,seq3736@87,0.9999999999999999
naive,seq2676@12,0.9999999999999999
naive,seq521@153,0.9999999999999999
naive,seq3344@12,0.9999999999999999
naive,seq2261@171,0.9999999999999999
naive,seq3597@12,0.9999999999999999
naive,seq10044@25,0.9999999999999999
naive,seq1075@82,0.9999999999999999
naive,seq8822@12,0.9999999999999999
naive,seq4751@47,0.9999999999999999
naive,seq83@149,0.9999999999999999
naive,seq15548@12,0.9999999999999999
naive,seq2667@151,0.9999999999999999
naive,seq15860@11,0.9999999999999999
naive,seq2355@38,0.9999999999999999
naive,seq1618@191,0.9999999999999999
naive,seq5981@9,0.9999999999999999
naive,seq234@161,0.9999999999999999
naive,seq15826@8,0.9999999999999999
naive,seq1434@26,0.9999999999999999
naive,seq536@210,0.9999999999999999
naive,seq26370@8,0.9999999999999999
naive,seq6377@16,0.9999999999999999
naive,seq4494@46,0.9999999999999999
naive,seq2627@66,0.9999999999999999
naive,seq4869@203,0.9999999999999999
naive,seq4895@175,0.9999999999999999
naive,seq2775@165,0.9999999999999999
naive,seq5360@161,0.9999999999999999
naive,seq2861@155,0.9999999999999999
naive,seq2350@113,0.9999999999999999
naive,seq8485@110,0.9999999999999999
naive,seq4991@77,0.9999999999999999
naive,seq6735@74,0.9999999999999999
naive,seq12883@69,0.9999999999999999
