Protein1,Protein2,SpearmanSimilarity
seq30374@12,seq139@16,0.9999999999999999
seq30374@12,seq132@24,0.9999999999999999
seq30374@12,seq31987@5,0.9999999999999999
seq30374@12,naive,0.9999999999999999
seq30374@12,seq271@50,0.9999999999999999
seq30374@12,seq1571@53,0.9999999999999999
seq30374@12,seq10531@5,0.9999999999999999
seq30374@12,seq5783@17,0.9999999999999999
seq30374@12,seq260@22,0.9999999999999999
seq30374@12,seq6137@17,0.9878787878787878
seq30374@12,seq1325@43,0.9999999999999999
seq30374@12,seq4871@15,0.9999999999999999
seq30374@12,seq89@23,0.9636363636363635
seq30374@12,seq587@93,0.9999999999999999
seq30374@12,seq972@14,0.9999999999999999
seq30374@12,seq1619@30,0.9999999999999999
seq30374@12,seq946@73,0.9999999999999999
seq30374@12,seq6571@14,0.9999999999999999
seq30374@12,seq3421@23,0.9999999999999999
seq30374@12,seq12016@14,0.9999999999999999
seq30374@12,seq2489@59,0.9636363636363635
seq30374@12,seq4272@13,0.9999999999999999
seq30374@12,seq805@20,0.9999999999999999
seq30374@12,seq14@21,0.9999999999999999
seq30374@12,seq2732@12,0.9999999999999999
seq30374@12,seq148@47,0.9999999999999999
seq30374@12,seq6721@12,0.9999999999999999
seq30374@12,seq2885@12,0.9999999999999999
seq30374@12,seq1023@114,0.9999999999999999
seq30374@12,seq1237@11,0.9999999999999999
seq30374@12,seq2764@29,0.9999999999999999
seq30374@12,seq3738@10,0.9999999999999999
seq30374@12,seq5183@12,0.9999999999999999
seq30374@12,seq454@81,0.9999999999999999
seq30374@12,seq4073@9,0.9878787878787878
seq30374@12,seq11981@16,0.9999999999999999
seq30374@12,seq7437@9,0.9636363636363635
seq30374@12,seq24176@13,0.9999999999999999
seq30374@12,seq17609@9,0.9999999999999999
seq30374@12,seq1830@11,0.9999999999999999
seq30374@12,seq114@81,0.9999999999999999
seq30374@12,seq1390@7,0.9999999999999999
seq30374@12,seq45@70,0.9999999999999999
seq30374@12,seq16470@7,0.9999999999999999
seq30374@12,seq468@28,0.9999999999999999
seq30374@12,seq21628@7,0.9999999999999999
seq30374@12,seq497@61,0.9999999999999999
seq30374@12,seq10545@6,0.9999999999999999
seq30374@12,seq491@17,0.9999999999999999
seq30374@12,seq1322@24,0.9999999999999999
seq30374@12,seq15913@6,0.9999999999999999
seq30374@12,seq9042@6,0.9999999999999999
seq30374@12,seq1597@28,0.9999999999999999
seq30374@12,seq7556@5,0.9999999999999999
seq30374@12,seq778@12,0.9999999999999999
seq30374@12,seq8760@5,0.9878787878787878
seq30374@12,seq5435@6,0.9999999999999999
seq30374@12,seq36@54,0.9999999999999999
seq30374@12,seq8769@5,0.9999999999999999
seq30374@12,seq2415@16,0.9999999999999999
seq30374@12,seq27465@5,0.9999999999999999
seq30374@12,seq5916@32,0.9999999999999999
seq30374@12,seq759@16,0.9999999999999999
seq30374@12,seq1445@46,0.9999999999999999
seq30374@12,seq3092@52,0.9999999999999999
seq30374@12,seq116@70,0.9999999999999999
seq30374@12,seq202@70,0.9999999999999999
seq30374@12,seq713@57,0.9999999999999999
seq30374@12,seq1636@53,0.9999999999999999
seq30374@12,seq332@52,0.9878787878787878
seq30374@12,seq2118@50,0.9999999999999999
seq30374@12,seq265@48,0.9999999999999999
seq30374@12,seq48@37,0.9878787878787878
seq30374@12,seq5122@37,0.9999999999999999
seq30374@12,seq1145@35,0.9999999999999999
seq30374@12,seq4985@24,0.9999999999999999
seq30374@12,seq11035@22,0.9878787878787878
seq30374@12,seq971@19,0.9999999999999999
seq30374@12,seq3317@19,0.9999999999999999
seq30374@12,seq5835@14,0.9878787878787878
seq30374@12,seq747@13,0.9878787878787878
seq30374@12,seq13715@11,0.9999999999999999
seq30374@12,seq13285@6,0.9999999999999999
seq30374@12,seq40154@6,0.9999999999999999
seq30374@12,seq6141@5,0.9999999999999999
seq30374@12,seq7206@13,0.9878787878787878
seq30374@12,seq24@40423,0.9999999999999999
seq30374@12,seq12763@6,0.9999999999999999
seq30374@12,seq4111@6,0.9999999999999999
seq139@16,seq132@24,0.9999999999999999
seq139@16,seq31987@5,0.9999999999999999
seq139@16,naive,0.9999999999999999
seq139@16,seq271@50,0.9999999999999999
seq139@16,seq1571@53,0.9999999999999999
seq139@16,seq10531@5,0.9999999999999999
seq139@16,seq5783@17,0.9999999999999999
seq139@16,seq260@22,0.9999999999999999
seq139@16,seq6137@17,0.9878787878787878
seq139@16,seq1325@43,0.9999999999999999
seq139@16,seq4871@15,0.9999999999999999
seq139@16,seq89@23,0.9636363636363635
seq139@16,seq587@93,0.9999999999999999
seq139@16,seq972@14,0.9999999999999999
seq139@16,seq1619@30,0.9999999999999999
seq139@16,seq946@73,0.9999999999999999
seq139@16,seq6571@14,0.9999999999999999
seq139@16,seq3421@23,0.9999999999999999
seq139@16,seq12016@14,0.9999999999999999
seq139@16,seq2489@59,0.9636363636363635
seq139@16,seq4272@13,0.9999999999999999
seq139@16,seq805@20,0.9999999999999999
seq139@16,seq14@21,0.9999999999999999
seq139@16,seq2732@12,0.9999999999999999
seq139@16,seq148@47,0.9999999999999999
seq139@16,seq6721@12,0.9999999999999999
seq139@16,seq2885@12,0.9999999999999999
seq139@16,seq1023@114,0.9999999999999999
seq139@16,seq1237@11,0.9999999999999999
seq139@16,seq2764@29,0.9999999999999999
seq139@16,seq3738@10,0.9999999999999999
