Protein1,Protein2,SpearmanSimilarity
naive,seq12883@7,0.9999999999999999
naive,seq8270@15,0.9999999999999999
naive,seq725@78,0.9999999999999999
naive,seq1612@35,0.9999999999999999
naive,seq1029@110,0.9999999999999999
naive,seq7435@22,0.9999999999999999
naive,seq1265@33,0.9999999999999999
naive,seq694@78,0.9999999999999999
naive,seq5184@37,0.9878787878787878
naive,seq55@244,0.9999999999999999
naive,seq137@6,0.9999999999999999
naive,seq9888@21,0.9999999999999999
naive,seq671@26,0.9999999999999999
naive,seq11423@14,0.9999999999999999
naive,seq2526@5,0.9999999999999999
naive,seq644@52,0.9999999999999999
naive,seq1167@19,0.9999999999999999
naive,seq2411@27,0.9999999999999999
naive,seq1654@116,0.9999999999999999
naive,seq11385@5,0.9999999999999999
naive,seq6258@17,0.9999999999999999
naive,seq5702@11,0.9999999999999999
naive,seq3946@21,0.9999999999999999
naive,seq47@47,0.9999999999999999
naive,seq9193@11,0.9999999999999999
naive,seq2344@122,0.9878787878787878
naive,seq708@10,0.9999999999999999
naive,seq6920@32,0.9999999999999999
naive,seq9237@10,0.9999999999999999
naive,seq874@49,0.9999999999999999
naive,seq13367@10,0.9999999999999999
naive,seq112@76,0.9999999999999999
naive,seq99@109,0.9999999999999999
naive,seq7066@9,0.9999999999999999
naive,seq489@64,0.9999999999999999
naive,seq2852@8,0.9999999999999999
naive,seq7953@26,0.9878787878787878
naive,seq2770@31,0.9999999999999999
naive,seq15104@7,0.9878787878787878
naive,seq303@68,0.9999999999999999
naive,seq3211@6,0.9999999999999999
naive,seq6607@23,0.9878787878787878
naive,seq7173@6,0.9999999999999999
naive,seq26101@9,0.9999999999999999
naive,seq297@58,0.9999999999999999
naive,seq4806@5,0.9999999999999999
naive,seq7320@19,0.9999999999999999
naive,seq1017@59,0.9999999999999999
naive,seq7308@5,0.9999999999999999
naive,seq14227@16,0.9999999999999999
naive,seq1058@30,0.9999999999999999
naive,seq1537@111,0.9999999999999999
naive,seq712@118,0.9999999999999999
naive,seq4@539,0.9999999999999999
naive,seq4541@63,0.9999999999999999
naive,seq2830@45,0.9999999999999999
naive,seq282@42,0.9999999999999999
naive,seq392@42,0.9999999999999999
naive,seq7679@28,0.9999999999999999
naive,seq9803@25,0.9999999999999999
naive,seq8950@21,0.9999999999999999
naive,seq3613@20,0.9999999999999999
naive,seq7643@13,0.9878787878787878
naive,seq2884@12,0.9999999999999999
naive,seq8@52617,0.9999999999999999
naive,seq464@160,0.9999999999999999
naive,seq1263@25,0.9878787878787878
