Protein1,Protein2,SpearmanSimilarity
naive,seq2958@19,0.9878787878787878
naive,seq5605@19,0.9999999999999999
naive,seq4466@22,0.9999999999999999
naive,seq2970@14,0.9999999999999999
naive,seq770@14,0.9999999999999999
naive,seq1293@41,0.9757575757575757
naive,seq3486@18,0.9878787878787878
naive,seq5706@21,0.9999999999999999
naive,seq3295@11,0.9878787878787878
naive,seq591@15,0.9878787878787878
naive,seq7729@7,0.9999999999999999
naive,seq6522@6,0.9999999999999999
naive,seq280@62,0.9999999999999999
naive,seq28423@7,0.9999999999999999
naive,seq536@119,0.9999999999999999
naive,seq2993@6,0.9999999999999999
naive,seq1419@13,0.9999999999999999
naive,seq4075@5,0.9999999999999999
naive,seq248@42,0.9999999999999999
naive,seq9939@5,0.9999999999999999
naive,seq5485@31,0.9999999999999999
naive,seq86@45,0.9999999999999999
naive,seq9056@9,0.9999999999999999
naive,seq123@164,0.9999999999999999
naive,seq5522@21,0.9999999999999999
naive,seq2777@20,0.9999999999999999
naive,seq9400@16,0.9999999999999999
naive,seq3467@12,0.9999999999999999
naive,seq1299@7,0.9999999999999999
naive,seq23331@7,0.9999999999999999
naive,seq8068@6,0.9878787878787878
seq2958@19,seq5605@19,0.9878787878787878
seq2958@19,seq4466@22,0.9878787878787878
seq2958@19,seq2970@14,0.9878787878787878
seq2958@19,seq770@14,0.9878787878787878
seq2958@19,seq1293@41,0.9515151515151514
seq2958@19,seq3486@18,0.9636363636363635
seq2958@19,seq5706@21,0.9878787878787878
seq2958@19,seq3295@11,0.9636363636363635
seq2958@19,seq591@15,0.9636363636363635
seq2958@19,seq7729@7,0.9878787878787878
seq2958@19,seq6522@6,0.9878787878787878
seq2958@19,seq280@62,0.9878787878787878
seq2958@19,seq28423@7,0.9878787878787878
seq2958@19,seq536@119,0.9878787878787878
seq2958@19,seq2993@6,0.9878787878787878
seq2958@19,seq1419@13,0.9878787878787878
seq2958@19,seq4075@5,0.9878787878787878
seq2958@19,seq248@42,0.9878787878787878
seq2958@19,seq9939@5,0.9878787878787878
seq2958@19,seq5485@31,0.9878787878787878
seq2958@19,seq86@45,0.9878787878787878
seq2958@19,seq9056@9,0.9878787878787878
seq2958@19,seq123@164,0.9878787878787878
seq2958@19,seq5522@21,0.9878787878787878
seq2958@19,seq2777@20,0.9878787878787878
seq2958@19,seq9400@16,0.9878787878787878
seq2958@19,seq3467@12,0.9878787878787878
seq2958@19,seq1299@7,0.9878787878787878
seq2958@19,seq23331@7,0.9878787878787878
seq2958@19,seq8068@6,0.9636363636363635
seq5605@19,seq4466@22,0.9999999999999999
seq5605@19,seq2970@14,0.9999999999999999
seq5605@19,seq770@14,0.9999999999999999
seq5605@19,seq1293@41,0.9757575757575757
seq5605@19,seq3486@18,0.9878787878787878
seq5605@19,seq5706@21,0.9999999999999999
seq5605@19,seq3295@11,0.9878787878787878
seq5605@19,seq591@15,0.9878787878787878
seq5605@19,seq7729@7,0.9999999999999999
seq5605@19,seq6522@6,0.9999999999999999
seq5605@19,seq280@62,0.9999999999999999
seq5605@19,seq28423@7,0.9999999999999999
seq5605@19,seq536@119,0.9999999999999999
seq5605@19,seq2993@6,0.9999999999999999
seq5605@19,seq1419@13,0.9999999999999999
seq5605@19,seq4075@5,0.9999999999999999
seq5605@19,seq248@42,0.9999999999999999
seq5605@19,seq9939@5,0.9999999999999999
seq5605@19,seq5485@31,0.9999999999999999
seq5605@19,seq86@45,0.9999999999999999
seq5605@19,seq9056@9,0.9999999999999999
seq5605@19,seq123@164,0.9999999999999999
seq5605@19,seq5522@21,0.9999999999999999
seq5605@19,seq2777@20,0.9999999999999999
seq5605@19,seq9400@16,0.9999999999999999
seq5605@19,seq3467@12,0.9999999999999999
seq5605@19,seq1299@7,0.9999999999999999
seq5605@19,seq23331@7,0.9999999999999999
seq5605@19,seq8068@6,0.9878787878787878
seq4466@22,seq2970@14,0.9999999999999999
seq4466@22,seq770@14,0.9999999999999999
seq4466@22,seq1293@41,0.9757575757575757
seq4466@22,seq3486@18,0.9878787878787878
seq4466@22,seq5706@21,0.9999999999999999
seq4466@22,seq3295@11,0.9878787878787878
seq4466@22,seq591@15,0.9878787878787878
seq4466@22,seq7729@7,0.9999999999999999
seq4466@22,seq6522@6,0.9999999999999999
seq4466@22,seq280@62,0.9999999999999999
seq4466@22,seq28423@7,0.9999999999999999
seq4466@22,seq536@119,0.9999999999999999
seq4466@22,seq2993@6,0.9999999999999999
seq4466@22,seq1419@13,0.9999999999999999
seq4466@22,seq4075@5,0.9999999999999999
seq4466@22,seq248@42,0.9999999999999999
seq4466@22,seq9939@5,0.9999999999999999
seq4466@22,seq5485@31,0.9999999999999999
seq4466@22,seq86@45,0.9999999999999999
seq4466@22,seq9056@9,0.9999999999999999
seq4466@22,seq123@164,0.9999999999999999
seq4466@22,seq5522@21,0.9999999999999999
seq4466@22,seq2777@20,0.9999999999999999
seq4466@22,seq9400@16,0.9999999999999999
seq4466@22,seq3467@12,0.9999999999999999
seq4466@22,seq1299@7,0.9999999999999999
seq4466@22,seq23331@7,0.9999999999999999
seq4466@22,seq8068@6,0.9878787878787878
seq2970@14,seq770@14,0.9999999999999999
seq2970@14,seq1293@41,0.9757575757575757
seq2970@14,seq3486@18,0.9878787878787878
seq2970@14,seq5706@21,0.9999999999999999
seq2970@14,seq3295@11,0.9878787878787878
seq2970@14,seq591@15,0.9878787878787878
seq2970@14,seq7729@7,0.9999999999999999
seq2970@14,seq6522@6,0.9999999999999999
seq2970@14,seq280@62,0.9999999999999999
seq2970@14,seq28423@7,0.9999999999999999
seq2970@14,seq536@119,0.9999999999999999
seq2970@14,seq2993@6,0.9999999999999999
seq2970@14,seq1419@13,0.9999999999999999
seq2970@14,seq4075@5,0.9999999999999999
seq2970@14,seq248@42,0.9999999999999999
seq2970@14,seq9939@5,0.9999999999999999
seq2970@14,seq5485@31,0.9999999999999999
seq2970@14,seq86@45,0.9999999999999999
seq2970@14,seq9056@9,0.9999999999999999
seq2970@14,seq123@164,0.9999999999999999
seq2970@14,seq5522@21,0.9999999999999999
seq2970@14,seq2777@20,0.9999999999999999
seq2970@14,seq9400@16,0.9999999999999999
seq2970@14,seq3467@12,0.9999999999999999
seq2970@14,seq1299@7,0.9999999999999999
seq2970@14,seq23331@7,0.9999999999999999
seq2970@14,seq8068@6,0.9878787878787878
seq770@14,seq1293@41,0.9757575757575757
seq770@14,seq3486@18,0.9878787878787878
seq770@14,seq5706@21,0.9999999999999999
seq770@14,seq3295@11,0.9878787878787878
seq770@14,seq591@15,0.9878787878787878
seq770@14,seq7729@7,0.9999999999999999
seq770@14,seq6522@6,0.9999999999999999
seq770@14,seq280@62,0.9999999999999999
seq770@14,seq28423@7,0.9999999999999999
seq770@14,seq536@119,0.9999999999999999
seq770@14,seq2993@6,0.9999999999999999
seq770@14,seq1419@13,0.9999999999999999
seq770@14,seq4075@5,0.9999999999999999
seq770@14,seq248@42,0.9999999999999999
seq770@14,seq9939@5,0.9999999999999999
seq770@14,seq5485@31,0.9999999999999999
seq770@14,seq86@45,0.9999999999999999
seq770@14,seq9056@9,0.9999999999999999
seq770@14,seq123@164,0.9999999999999999
seq770@14,seq5522@21,0.9999999999999999
seq770@14,seq2777@20,0.9999999999999999
seq770@14,seq9400@16,0.9999999999999999
seq770@14,seq3467@12,0.9999999999999999
seq770@14,seq1299@7,0.9999999999999999
seq770@14,seq23331@7,0.9999999999999999
seq770@14,seq8068@6,0.9878787878787878
seq1293@41,seq3486@18,0.9878787878787878
seq1293@41,seq5706@21,0.9757575757575757
seq1293@41,seq3295@11,0.9878787878787878
seq1293@41,seq591@15,0.9878787878787878
seq1293@41,seq7729@7,0.9757575757575757
seq1293@41,seq6522@6,0.9757575757575757
seq1293@41,seq280@62,0.9757575757575757
seq1293@41,seq28423@7,0.9757575757575757
seq1293@41,seq536@119,0.9757575757575757
seq1293@41,seq2993@6,0.9757575757575757
seq1293@41,seq1419@13,0.9757575757575757
seq1293@41,seq4075@5,0.9757575757575757
seq1293@41,seq248@42,0.9757575757575757
seq1293@41,seq9939@5,0.9757575757575757
seq1293@41,seq5485@31,0.9757575757575757
seq1293@41,seq86@45,0.9757575757575757
seq1293@41,seq9056@9,0.9757575757575757
seq1293@41,seq123@164,0.9757575757575757
seq1293@41,seq5522@21,0.9757575757575757
seq1293@41,seq2777@20,0.9757575757575757
seq1293@41,seq9400@16,0.9757575757575757
