Protein1,Protein2,SpearmanSimilarity
naive,seq1171@47,0.9999999999999999
naive,seq1632@10,0.9999999999999999
naive,seq31118@8,0.9999999999999999
naive,seq5280@7,0.9999999999999999
naive,seq127@3481,0.9999999999999999
naive,seq498@41,0.9999999999999999
naive,seq7911@13,0.9999999999999999
naive,seq159@20,0.9999999999999999
naive,seq5425@26,0.9878787878787878
naive,seq4655@20,0.9999999999999999
naive,seq934@23,0.9999999999999999
naive,seq1222@19,0.9999999999999999
naive,seq2578@31,0.9999999999999999
naive,seq11484@16,0.9878787878787878
naive,seq4059@21,0.9999999999999999
naive,seq2676@15,0.9999999999999999
naive,seq35@90,0.9999999999999999
naive,seq4216@15,0.9999999999999999
naive,seq1327@97,0.9999999999999999
naive,seq3307@13,0.9999999999999999
naive,seq3657@50,0.9999999999999999
naive,seq4412@13,0.9999999999999999
naive,seq595@20,0.9999999999999999
naive,seq4632@24,0.9878787878787878
naive,seq36857@12,0.9999999999999999
naive,seq6643@15,0.9999999999999999
naive,seq195@142,0.9999999999999999
naive,seq1726@11,0.9999999999999999
naive,seq2678@23,0.9999999999999999
naive,seq1243@25,0.9999999999999999
naive,seq4533@11,0.9999999999999999
naive,seq4891@23,0.9999999999999999
naive,seq5591@11,0.9999999999999999
naive,seq5647@12,0.9999999999999999
naive,seq17063@11,0.9999999999999999
naive,seq1848@13,0.9999999999999999
naive,seq13121@10,0.9999999999999999
naive,seq7392@31,0.9999999999999999
naive,seq6817@9,0.9999999999999999
naive,seq3605@31,0.9999999999999999
naive,seq4236@10,0.9999999999999999
naive,seq7701@13,0.9999999999999999
naive,seq4459@90,0.9999999999999999
naive,seq24400@9,0.9999999999999999
naive,seq9773@24,0.9999999999999999
naive,seq3653@8,0.9999999999999999
naive,seq3547@17,0.9999999999999999
naive,seq1672@72,0.9999999999999999
naive,seq8107@8,0.9999999999999999
naive,seq24590@12,0.9999999999999999
naive,seq144@122,0.9999999999999999
naive,seq21056@8,0.9999999999999999
naive,seq7452@19,0.9999999999999999
naive,seq37066@8,0.9999999999999999
naive,seq909@28,0.9999999999999999
naive,seq44903@8,0.9999999999999999
naive,seq17409@11,0.9999999999999999
naive,seq6330@45,0.9999999999999999
naive,seq11363@7,0.9999999999999999
naive,seq15488@13,0.9999999999999999
naive,seq13789@7,0.9999999999999999
naive,seq7049@10,0.9999999999999999
naive,seq3986@17,0.9999999999999999
naive,seq15985@7,0.9999999999999999
naive,seq3550@9,0.9999999999999999
naive,seq21318@7,0.9878787878787878
naive,seq21995@11,0.9999999999999999
naive,seq1557@73,0.9999999999999999
naive,seq2962@30,0.9999999999999999
naive,seq74@16,0.9999999999999999
naive,seq3933@89,0.9999999999999999
naive,seq790@69,0.9999999999999999
naive,seq6125@27,0.9999999999999999
naive,seq6626@23,0.9999999999999999
naive,seq7288@20,0.9999999999999999
naive,seq7254@18,0.9999999999999999
naive,seq670@10,0.9999999999999999
naive,seq12982@9,0.9999999999999999
naive,seq9@51735,0.9999999999999999
naive,seq3601@23,0.9999999999999999
seq1171@47,seq1632@10,0.9999999999999999
seq1171@47,seq31118@8,0.9999999999999999
seq1171@47,seq5280@7,0.9999999999999999
seq1171@47,seq127@3481,0.9999999999999999
seq1171@47,seq498@41,0.9999999999999999
seq1171@47,seq7911@13,0.9999999999999999
seq1171@47,seq159@20,0.9999999999999999
seq1171@47,seq5425@26,0.9878787878787878
seq1171@47,seq4655@20,0.9999999999999999
seq1171@47,seq934@23,0.9999999999999999
seq1171@47,seq1222@19,0.9999999999999999
seq1171@47,seq2578@31,0.9999999999999999
seq1171@47,seq11484@16,0.9878787878787878
seq1171@47,seq4059@21,0.9999999999999999
seq1171@47,seq2676@15,0.9999999999999999
seq1171@47,seq35@90,0.9999999999999999
seq1171@47,seq4216@15,0.9999999999999999
seq1171@47,seq1327@97,0.9999999999999999
seq1171@47,seq3307@13,0.9999999999999999
seq1171@47,seq3657@50,0.9999999999999999
seq1171@47,seq4412@13,0.9999999999999999
seq1171@47,seq595@20,0.9999999999999999
seq1171@47,seq4632@24,0.9878787878787878
seq1171@47,seq36857@12,0.9999999999999999
seq1171@47,seq6643@15,0.9999999999999999
seq1171@47,seq195@142,0.9999999999999999
seq1171@47,seq1726@11,0.9999999999999999
seq1171@47,seq2678@23,0.9999999999999999
seq1171@47,seq1243@25,0.9999999999999999
seq1171@47,seq4533@11,0.9999999999999999
seq1171@47,seq4891@23,0.9999999999999999
seq1171@47,seq5591@11,0.9999999999999999
seq1171@47,seq5647@12,0.9999999999999999
seq1171@47,seq17063@11,0.9999999999999999
seq1171@47,seq1848@13,0.9999999999999999
seq1171@47,seq13121@10,0.9999999999999999
seq1171@47,seq7392@31,0.9999999999999999
seq1171@47,seq6817@9,0.9999999999999999
seq1171@47,seq3605@31,0.9999999999999999
seq1171@47,seq4236@10,0.9999999999999999
seq1171@47,seq7701@13,0.9999999999999999
seq1171@47,seq4459@90,0.9999999999999999
seq1171@47,seq24400@9,0.9999999999999999
seq1171@47,seq9773@24,0.9999999999999999
seq1171@47,seq3653@8,0.9999999999999999
seq1171@47,seq3547@17,0.9999999999999999
seq1171@47,seq1672@72,0.9999999999999999
seq1171@47,seq8107@8,0.9999999999999999
seq1171@47,seq24590@12,0.9999999999999999
seq1171@47,seq144@122,0.9999999999999999
seq1171@47,seq21056@8,0.9999999999999999
seq1171@47,seq7452@19,0.9999999999999999
seq1171@47,seq37066@8,0.9999999999999999
seq1171@47,seq909@28,0.9999999999999999
seq1171@47,seq44903@8,0.9999999999999999
seq1171@47,seq17409@11,0.9999999999999999
seq1171@47,seq6330@45,0.9999999999999999
seq1171@47,seq11363@7,0.9999999999999999
seq1171@47,seq15488@13,0.9999999999999999
seq1171@47,seq13789@7,0.9999999999999999
seq1171@47,seq7049@10,0.9999999999999999
seq1171@47,seq3986@17,0.9999999999999999
seq1171@47,seq15985@7,0.9999999999999999
seq1171@47,seq3550@9,0.9999999999999999
seq1171@47,seq21318@7,0.9878787878787878
seq1171@47,seq21995@11,0.9999999999999999
seq1171@47,seq1557@73,0.9999999999999999
seq1171@47,seq2962@30,0.9999999999999999
seq1171@47,seq74@16,0.9999999999999999
seq1171@47,seq3933@89,0.9999999999999999
seq1171@47,seq790@69,0.9999999999999999
