Protein1,Protein2,SpearmanSimilarity
seq209@2,naive,0.9878787878787878
seq209@2,seq3@371,0.9999999999999999
seq209@2,seq952@3,0.9999999999999999
seq209@2,seq581@2,0.9999999999999999
seq209@2,seq667@2,0.9999999999999999
seq209@2,seq1@352,0.9999999999999999
seq209@2,seq635@2,0.9999999999999999
seq209@2,seq325@15,0.9999999999999999
seq209@2,seq597@4,0.9999999999999999
seq209@2,seq221@4,0.9999999999999999
seq209@2,seq16@224,0.9999999999999999
naive,seq3@371,0.9878787878787878
naive,seq952@3,0.9878787878787878
naive,seq581@2,0.9878787878787878
naive,seq667@2,0.9878787878787878
naive,seq1@352,0.9878787878787878
naive,seq635@2,0.9878787878787878
naive,seq325@15,0.9878787878787878
naive,seq597@4,0.9878787878787878
naive,seq221@4,0.9878787878787878
naive,seq16@224,0.9878787878787878
seq3@371,seq952@3,0.9999999999999999
seq3@371,seq581@2,0.9999999999999999
seq3@371,seq667@2,0.9999999999999999
seq3@371,seq1@352,0.9999999999999999
seq3@371,seq635@2,0.9999999999999999
seq3@371,seq325@15,0.9999999999999999
seq3@371,seq597@4,0.9999999999999999
seq3@371,seq221@4,0.9999999999999999
seq3@371,seq16@224,0.9999999999999999
seq952@3,seq581@2,0.9999999999999999
seq952@3,seq667@2,0.9999999999999999
seq952@3,seq1@352,0.9999999999999999
seq952@3,seq635@2,0.9999999999999999
seq952@3,seq325@15,0.9999999999999999
seq952@3,seq597@4,0.9999999999999999
seq952@3,seq221@4,0.9999999999999999
seq952@3,seq16@224,0.9999999999999999
seq581@2,seq667@2,0.9999999999999999
seq581@2,seq1@352,0.9999999999999999
seq581@2,seq635@2,0.9999999999999999
seq581@2,seq325@15,0.9999999999999999
seq581@2,seq597@4,0.9999999999999999
seq581@2,seq221@4,0.9999999999999999
seq581@2,seq16@224,0.9999999999999999
seq667@2,seq1@352,0.9999999999999999
seq667@2,seq635@2,0.9999999999999999
seq667@2,seq325@15,0.9999999999999999
seq667@2,seq597@4,0.9999999999999999
seq667@2,seq221@4,0.9999999999999999
seq667@2,seq16@224,0.9999999999999999
seq1@352,seq635@2,0.9999999999999999
seq1@352,seq325@15,0.9999999999999999
seq1@352,seq597@4,0.9999999999999999
seq1@352,seq221@4,0.9999999999999999
seq1@352,seq16@224,0.9999999999999999
seq635@2,seq325@15,0.9999999999999999
seq635@2,seq597@4,0.9999999999999999
seq635@2,seq221@4,0.9999999999999999
seq635@2,seq16@224,0.9999999999999999
seq325@15,seq597@4,0.9999999999999999
seq325@15,seq221@4,0.9999999999999999
seq325@15,seq16@224,0.9999999999999999
seq597@4,seq221@4,0.9999999999999999
seq597@4,seq16@224,0.9999999999999999
seq221@4,seq16@224,0.9999999999999999
