Protein1,Protein2,SpearmanSimilarity
naive,seq15785@25,0.9999999999999999
naive,seq4556@46,0.9878787878787878
naive,seq330@122,0.9999999999999999
naive,seq11247@16,0.9878787878787878
naive,seq969@152,0.9999999999999999
naive,seq26024@15,0.9999999999999999
naive,seq3150@163,0.9999999999999999
naive,seq3633@42,0.9999999999999999
naive,seq5714@94,0.9999999999999999
naive,seq662@80,0.9999999999999999
naive,seq1106@79,0.9999999999999999
naive,seq18311@12,0.9999999999999999
naive,seq21910@9,0.9999999999999999
naive,seq43@575,0.9999999999999999
naive,seq4746@31,0.9999999999999999
naive,seq1939@138,0.9878787878787878
naive,seq6669@28,0.9999999999999999
naive,seq9379@14,0.9999999999999999
naive,seq223@119,0.9999999999999999
naive,seq4358@22,0.9999999999999999
naive,seq15@118,0.9999999999999999
naive,seq12654@21,0.9999999999999999
naive,seq2105@49,0.9999999999999999
naive,seq1108@19,0.9999999999999999
naive,seq1868@145,0.9999999999999999
naive,seq6057@17,0.9878787878787878
naive,seq1010@64,0.9999999999999999
naive,seq4421@16,0.9999999999999999
naive,seq367@50,0.9999999999999999
naive,seq3665@68,0.9999999999999999
naive,seq2692@15,0.9999999999999999
naive,seq3373@43,0.9999999999999999
naive,seq286@81,0.9999999999999999
naive,seq4567@15,0.9999999999999999
naive,seq527@104,0.9999999999999999
naive,seq14765@11,0.9999999999999999
naive,seq1679@31,0.9999999999999999
naive,seq3850@10,0.9999999999999999
naive,seq12943@11,0.9999999999999999
naive,seq39@173,0.9999999999999999
naive,seq7231@9,0.9999999999999999
naive,seq4600@30,0.9999999999999999
naive,seq21583@9,0.9999999999999999
naive,seq4321@18,0.9999999999999999
naive,seq25352@9,0.9999999999999999
naive,seq21624@10,0.9999999999999999
naive,seq912@70,0.9999999999999999
naive,seq45607@8,0.9999999999999999
naive,seq2950@48,0.9999999999999999
naive,seq2008@53,0.9999999999999999
naive,seq850@187,0.9999999999999999
naive,seq237@842,0.9999999999999999
naive,seq11128@13,0.9999999999999999
naive,seq1882@125,0.9999999999999999
naive,seq983@100,0.9999999999999999
naive,seq6532@50,0.9999999999999999
naive,seq123@42,0.9999999999999999
naive,seq741@38,0.9999999999999999
naive,seq10338@30,0.9999999999999999
naive,seq8685@29,0.9999999999999999
naive,seq3589@15,0.9999999999999999
naive,seq442@214,0.9999999999999999
naive,seq9194@33,0.9999999999999999
naive,seq5229@23,0.9999999999999999
naive,seq8279@11,0.9999999999999999
naive,seq3@86140,0.9999999999999999
naive,seq2194@120,0.9999999999999999
naive,seq18555@8,0.9999999999999999
seq15785@25,seq4556@46,0.9878787878787878
seq15785@25,seq330@122,0.9999999999999999
seq15785@25,seq11247@16,0.9878787878787878
seq15785@25,seq969@152,0.9999999999999999
seq15785@25,seq26024@15,0.9999999999999999
seq15785@25,seq3150@163,0.9999999999999999
seq15785@25,seq3633@42,0.9999999999999999
seq15785@25,seq5714@94,0.9999999999999999
seq15785@25,seq662@80,0.9999999999999999
seq15785@25,seq1106@79,0.9999999999999999
seq15785@25,seq18311@12,0.9999999999999999
seq15785@25,seq21910@9,0.9999999999999999
seq15785@25,seq43@575,0.9999999999999999
seq15785@25,seq4746@31,0.9999999999999999
seq15785@25,seq1939@138,0.9878787878787878
seq15785@25,seq6669@28,0.9999999999999999
seq15785@25,seq9379@14,0.9999999999999999
seq15785@25,seq223@119,0.9999999999999999
seq15785@25,seq4358@22,0.9999999999999999
seq15785@25,seq15@118,0.9999999999999999
seq15785@25,seq12654@21,0.9999999999999999
seq15785@25,seq2105@49,0.9999999999999999
seq15785@25,seq1108@19,0.9999999999999999
seq15785@25,seq1868@145,0.9999999999999999
seq15785@25,seq6057@17,0.9878787878787878
seq15785@25,seq1010@64,0.9999999999999999
seq15785@25,seq4421@16,0.9999999999999999
seq15785@25,seq367@50,0.9999999999999999
seq15785@25,seq3665@68,0.9999999999999999
seq15785@25,seq2692@15,0.9999999999999999
seq15785@25,seq3373@43,0.9999999999999999
seq15785@25,seq286@81,0.9999999999999999
seq15785@25,seq4567@15,0.9999999999999999
seq15785@25,seq527@104,0.9999999999999999
seq15785@25,seq14765@11,0.9999999999999999
seq15785@25,seq1679@31,0.9999999999999999
seq15785@25,seq3850@10,0.9999999999999999
seq15785@25,seq12943@11,0.9999999999999999
seq15785@25,seq39@173,0.9999999999999999
seq15785@25,seq7231@9,0.9999999999999999
seq15785@25,seq4600@30,0.9999999999999999
seq15785@25,seq21583@9,0.9999999999999999
seq15785@25,seq4321@18,0.9999999999999999
seq15785@25,seq25352@9,0.9999999999999999
seq15785@25,seq21624@10,0.9999999999999999
